589	chr1	621856	621906	ILMN_1690048	1000	-	621856	621906	1	1	50,	0,
589	chr1	622597	622647	ILMN_1679910	1000	-	622597	622647	1	1	50,	0,
589	chr1	624381	624431	ILMN_1663065	1000	-	624381	624431	1	1	50,	0,
590	chr1	660197	660247	ILMN_1754156	1000	-	660197	660247	1	1	50,	0,
590	chr1	662991	663041	ILMN_1667444	1000	-	662991	663041	1	1	50,	0,
590	chr1	665105	665155	ILMN_1665540	1000	-	665105	665155	1	1	50,	0,
590	chr1	671920	671970	ILMN_1665540	1000	-	671920	671970	1	1	50,	0,
590	chr1	696413	696463	ILMN_1896634	1000	+	696413	696463	1	1	50,	0,
590	chr1	696413	696463	ILMN_1896634	1000	+	696413	696463	1	1	50,	0,
590	chr1	696527	697201	ILMN_1857413	1000	-	696527	697201	1	3	7,13,30,	0,630,644,
590	chr1	696527	697201	ILMN_1857413	1000	-	696527	697201	1	3	7,13,30,	0,630,644,
590	chr1	703877	703927	ILMN_1799137	1000	-	703877	703927	1	1	50,	0,
590	chr1	703877	703927	ILMN_1799137	1000	-	703877	703927	1	1	50,	0,
590	chr1	714097	714147	ILMN_1652098	1000	-	714097	714147	1	1	50,	0,
590	chr1	747063	747113	ILMN_1884985	1000	+	747063	747113	1	1	50,	0,
590	chr1	754882	754932	ILMN_1754841	1000	+	754882	754932	1	1	50,	0,
590	chr1	780161	780211	ILMN_1776137	1000	+	780161	780211	1	1	50,	0,
591	chr1	787361	787411	ILMN_1862963	1000	+	787361	787411	1	1	50,	0,
591	chr1	790465	791842	ILMN_1811960	1000	+	790465	791842	1	2	36,14,	0,1363,
591	chr1	804045	804947	ILMN_1670352	1000	-	804045	804947	1	2	10,40,	0,862,
591	chr1	853145	853195	ILMN_1861120	1000	-	853145	853195	1	1	50,	0,
591	chr1	878410	878654	ILMN_2195138	1000	+	878410	878654	1	2	28,22,	0,222,
591	chr1	879455	879505	ILMN_1709067	1000	+	879455	879505	1	1	50,	0,
591	chr1	880481	880902	ILMN_1792820	1000	-	880481	880902	1	2	45,5,	0,416,
591	chr1	896001	896051	ILMN_1749751	1000	+	896001	896051	1	1	50,	0,
591	chr1	900737	900787	ILMN_1705602	1000	+	900737	900787	1	1	50,	0,
591	chr1	910711	910761	ILMN_1784186	1000	-	910711	910761	1	1	50,	0,
592	chr1	917520	918364	ILMN_1765430	1000	-	917520	918364	1	2	32,18,	0,826,
592	chr1	934355	934405	ILMN_1653466	1000	-	934355	934405	1	1	50,	0,
592	chr1	949676	949726	ILMN_2054019	1000	+	949676	949726	1	1	50,	0,
592	chr1	969668	969718	ILMN_1652758	1000	+	969668	969718	1	1	50,	0,
592	chr1	984392	984618	ILMN_2234605	1000	+	984392	984618	1	2	47,3,	0,223,
592	chr1	991195	991245	ILMN_1770454	1000	+	991195	991245	1	1	50,	0,
592	chr1	1003247	1003297	ILMN_1813239	1000	+	1003247	1003297	1	1	50,	0,
592	chr1	1007516	1007566	ILMN_1712177	1000	-	1007516	1007566	1	1	50,	0,
592	chr1	1017644	1017694	ILMN_1672811	1000	-	1017644	1017694	1	1	50,	0,
593	chr1	1064820	1064870	ILMN_1869189	1000	-	1064820	1064870	1	1	50,	0,
593	chr1	1079080	1079130	ILMN_1817686	1000	+	1079080	1079130	1	1	50,	0,
593	chr1	1085354	1085404	ILMN_1879556	1000	+	1085354	1085404	1	1	50,	0,
593	chr1	1105316	1105366	ILMN_1902481	1000	-	1105316	1105366	1	1	50,	0,
593	chr1	1121143	1121193	ILMN_1799329	1000	+	1121143	1121193	1	1	50,	0,
593	chr1	1139315	1139803	ILMN_1743100	1000	-	1139315	1139803	1	2	25,25,	0,463,
593	chr1	1140793	1140843	ILMN_2349633	1000	-	1140793	1140843	1	1	50,	0,
593	chr1	1146725	1146775	ILMN_2112256	1000	-	1146725	1146775	1	1	50,	0,
593	chr1	1147347	1147397	ILMN_1710204	1000	-	1147347	1147397	1	1	50,	0,
593	chr1	1152568	1152618	ILMN_1696065	1000	-	1152568	1152618	1	1	50,	0,
593	chr1	1153115	1153165	ILMN_1785605	1000	-	1153115	1153165	1	1	50,	0,
593	chr1	1170127	1170177	ILMN_1739749	1000	+	1170127	1170177	1	1	50,	0,
594	chr1	1189425	1189475	ILMN_2387990	1000	-	1189425	1189475	1	1	50,	0,
594	chr1	1189664	1189714	ILMN_1772712	1000	-	1189664	1189714	1	1	50,	0,
594	chr1	1197704	1197754	ILMN_1693991	1000	-	1197704	1197754	1	1	50,	0,
594	chr1	1203122	1203172	ILMN_1671362	1000	-	1203122	1203172	1	1	50,	0,
594	chr1	1227349	1227399	ILMN_1754757	1000	+	1227349	1227399	1	1	50,	0,
594	chr1	1229513	1229563	ILMN_1743847	1000	-	1229513	1229563	1	1	50,	0,
594	chr1	1246733	1246783	ILMN_1780315	1000	+	1246733	1246783	1	1	50,	0,
594	chr1	1247143	1247193	ILMN_1762316	1000	-	1247143	1247193	1	1	50,	0,
594	chr1	1263939	1263989	ILMN_1681325	1000	+	1263939	1263989	1	1	50,	0,
594	chr1	1263939	1263989	ILMN_1681325	1000	+	1263939	1263989	1	1	50,	0,
594	chr1	1264114	1264164	ILMN_2234310	1000	+	1264114	1264164	1	1	50,	0,
594	chr1	1264114	1264164	ILMN_2234310	1000	+	1264114	1264164	1	1	50,	0,
594	chr1	1268101	1268151	ILMN_2108135	920	+	1268101	1268151	1	2	11,39,	0,11,
594	chr1	1268101	1268151	ILMN_2108135	1000	+	1268101	1268151	1	1	50,	0,
594	chr1	1270468	1270518	ILMN_1798875	1000	+	1270468	1270518	1	1	50,	0,
594	chr1	1270468	1270518	ILMN_1798875	1000	+	1270468	1270518	1	1	50,	0,
594	chr1	1271889	1273400	ILMN_1678564	1000	-	1271889	1273400	1	2	6,44,	0,1467,
594	chr1	1273690	1273740	ILMN_1783444	1000	-	1273690	1273740	1	1	50,	0,
594	chr1	1275690	1275833	ILMN_1655632	1000	-	1275690	1275833	1	2	6,44,	0,99,
594	chr1	1277825	1278079	ILMN_1657278	1000	-	1277825	1278079	1	2	39,11,	0,243,
594	chr1	1288531	1288636	ILMN_1690846	1000	-	1288531	1288636	1	2	25,25,	0,80,
594	chr1	1288592	1288642	ILMN_1682778	1000	-	1288592	1288642	1	1	50,	0,
594	chr1	1290655	1290705	ILMN_2068257	1000	-	1290655	1290705	1	1	50,	0,
594	chr1	1309112	1309162	ILMN_1768396	1000	-	1309112	1309162	1	1	50,	0,
594	chr1	1309112	1309162	ILMN_1768396	1000	-	1309112	1309162	1	1	50,	0,
595	chr1	1323527	1323577	ILMN_1781916	1000	-	1323527	1323577	1	1	50,	0,
595	chr1	1323527	1323577	ILMN_1781916	1000	-	1323527	1323577	1	1	50,	0,
595	chr1	1325626	1325651	ILMN_1698260	1000	-	1325626	1325651	1	1	25,	0,
595	chr1	1325626	1325651	ILMN_1698260	1000	-	1325626	1325651	1	1	25,	0,
595	chr1	1337772	1337822	ILMN_1811866	1000	-	1337772	1337822	1	1	50,	0,
595	chr1	1337772	1337822	ILMN_1811866	1000	-	1337772	1337822	1	1	50,	0,
595	chr1	1340949	1340999	ILMN_1745214	1000	-	1340949	1340999	1	1	50,	0,
595	chr1	1340949	1340999	ILMN_1745214	1000	-	1340949	1340999	1	1	50,	0,
595	chr1	1342561	1342611	ILMN_1693352	1000	-	1342561	1342611	1	1	50,	0,
595	chr1	1342561	1342611	ILMN_1693352	1000	-	1342561	1342611	1	1	50,	0,
595	chr1	1342609	1342659	ILMN_2189424	876	-	1342609	1342659	1	2	37,13,	0,37,
595	chr1	1342609	1342659	ILMN_2189424	1000	-	1342609	1342659	1	1	50,	0,
595	chr1	1356177	1356227	ILMN_1708608	1000	-	1356177	1356227	1	1	50,	0,
595	chr1	1356378	1369600	ILMN_1758168	1000	-	1356378	1369600	1	2	7,43,	0,13179,
595	chr1	1361733	1362951	ILMN_1810696	1000	+	1361733	1362951	1	2	32,18,	0,1200,
595	chr1	1372487	1372537	ILMN_2289576	1000	+	1372487	1372537	1	1	50,	0,
595	chr1	1372635	1372685	ILMN_1773026	1000	+	1372635	1372685	1	1	50,	0,
595	chr1	1375758	1375808	ILMN_1781636	1000	+	1375758	1375808	1	1	50,	0,
595	chr1	1375853	1375903	ILMN_1660554	1000	+	1375853	1375903	1	1	50,	0,
595	chr1	1387437	1387487	ILMN_1780923	1000	+	1387437	1387487	1	1	50,	0,
595	chr1	1387437	1387487	ILMN_1780923	1000	+	1387437	1387487	1	1	50,	0,
595	chr1	1405069	1405119	ILMN_2231569	1000	+	1405069	1405119	1	1	50,	0,
595	chr1	1412705	1414048	ILMN_2131936	1000	+	1412705	1414048	1	2	25,25,	0,1318,
596	chr1	1469912	1469962	ILMN_1738530	1000	+	1469912	1469962	1	1	50,	0,
596	chr1	1471109	1471159	ILMN_1748257	1000	-	1471109	1471159	1	1	50,	0,
596	chr1	1475153	1475203	ILMN_1669304	1000	-	1475153	1475203	1	1	50,	0,
596	chr1	1477143	1477193	ILMN_1664956	1000	-	1477143	1477193	1	1	50,	0,
596	chr1	1535118	1535168	ILMN_1781677	1000	-	1535118	1535168	1	1	50,	0,
596	chr1	1538812	1538862	ILMN_1665208	1000	-	1538812	1538862	1	1	50,	0,
596	chr1	1567559	1567609	ILMN_1808107	1000	+	1567559	1567609	1	1	50,	0,
596	chr1	1569608	1569658	ILMN_2317701	1000	+	1569608	1569658	1	1	50,	0,
596	chr1	1569661	1569830	ILMN_1790052	1000	+	1569661	1569830	1	2	46,4,	0,165,
596	chr1	1569812	1569862	ILMN_1689699	1000	+	1569812	1569862	1	1	50,	0,
596	chr1	1569985	1570030	ILMN_2193325	1000	+	1569985	1570030	1	1	45,	0,
597	chr1	1583955	1584005	ILMN_1752107	1000	+	1583955	1584005	1	1	50,	0,
597	chr1	1590806	1590856	ILMN_1893083	1000	-	1590806	1590856	1	1	50,	0,
597	chr1	1630434	1631371	ILMN_1665520	1000	+	1630434	1631371	1	2	3,47,	0,890,
597	chr1	1632827	1632877	ILMN_2317701	1000	+	1632827	1632877	1	1	50,	0,
597	chr1	1633032	1633082	ILMN_1689699	1000	+	1633032	1633082	1	1	50,	0,
597	chr1	1647730	1647780	ILMN_1655871	1000	-	1647730	1647780	1	1	50,	0,
597	chr1	1654049	1654099	ILMN_1686702	1000	-	1654049	1654099	1	1	50,	0,
597	chr1	1656095	1656145	ILMN_1893083	1000	-	1656095	1656145	1	1	50,	0,
597	chr1	1663958	1666174	ILMN_1651209	1000	-	1663958	1666174	1	2	4,46,	0,2170,
597	chr1	1683099	1683149	ILMN_1758963	1000	-	1683099	1683149	1	1	50,	0,
598	chr1	1716836	1716886	ILMN_1760320	1000	-	1716836	1716886	1	1	50,	0,
598	chr1	1824050	1824100	ILMN_1859657	1000	+	1824050	1824100	1	1	50,	0,
599	chr1	1848457	1848507	ILMN_1739162	1000	+	1848457	1848507	1	1	50,	0,
599	chr1	1849320	1849370	ILMN_1668246	1000	-	1849320	1849370	1	1	50,	0,
599	chr1	1853506	1853556	ILMN_1749317	1000	-	1853506	1853556	1	1	50,	0,
599	chr1	1879017	1885645	ILMN_1714831	1000	-	1879017	1885645	1	2	40,10,	0,6618,
599	chr1	1884990	1885040	ILMN_2415979	1000	-	1884990	1885040	1	1	50,	0,
599	chr1	1891473	1891523	ILMN_1763521	1000	-	1891473	1891523	1	1	50,	0,
599	chr1	1905526	1905576	ILMN_1794528	1000	-	1905526	1905576	1	1	50,	0,
599	chr1	1915778	1915828	ILMN_1687100	1000	-	1915778	1915828	1	1	50,	0,
599	chr1	1920104	1920154	ILMN_1665007	1000	-	1920104	1920154	1	1	50,	0,
599	chr1	1961926	1961976	ILMN_1779742	1000	+	1961926	1961976	1	1	50,	0,
599	chr1	1964964	1965014	ILMN_1877248	1000	-	1964964	1965014	1	1	50,	0,
600	chr1	1986998	1987969	ILMN_1775050	1000	+	1986998	1987969	1	2	3,47,	0,924,
600	chr1	2005317	2005367	ILMN_1662155	1000	+	2005317	2005367	1	1	50,	0,
600	chr1	2036276	2036326	ILMN_2253286	1000	+	2036276	2036326	1	1	50,	0,
601	chr1	2116112	2116385	ILMN_1697267	1000	+	2116112	2116385	1	2	25,25,	0,248,
601	chr1	2116742	2116792	ILMN_2386982	1000	+	2116742	2116792	1	1	50,	0,
601	chr1	2129542	2132499	ILMN_1896703	1000	-	2129542	2132499	1	2	39,11,	0,2946,
601	chr1	2140235	2140285	ILMN_1905477	1000	-	2140235	2140285	1	1	50,	0,
601	chr1	2151987	2152037	ILMN_1895827	1000	-	2151987	2152037	1	1	50,	0,
602	chr1	2239340	2239390	ILMN_1710598	1000	+	2239340	2239390	1	1	50,	0,
602	chr1	2334777	2334827	ILMN_1812067	1000	+	2334777	2334827	1	1	50,	0,
602	chr1	2336322	2336372	ILMN_1760933	1000	-	2336322	2336372	1	1	50,	0,
602	chr1	2336970	2337020	ILMN_2315289	1000	-	2336970	2337020	1	1	50,	0,
602	chr1	2338337	2338387	ILMN_1665679	1000	-	2338337	2338387	1	1	50,	0,
603	chr1	2436851	2436901	ILMN_2061565	1000	+	2436851	2436901	1	1	50,	0,
603	chr1	2437218	2437268	ILMN_1748410	1000	+	2437218	2437268	1	1	50,	0,
603	chr1	2440276	2440326	ILMN_1743910	1000	-	2440276	2440326	1	1	50,	0,
603	chr1	2460260	2460310	ILMN_1794742	1000	-	2460260	2460310	1	1	50,	0,
603	chr1	2481957	2482007	ILMN_1832920	1000	-	2481957	2482007	1	1	50,	0,
604	chr1	2495102	2495152	ILMN_1697409	1000	+	2495102	2495152	1	1	50,	0,
604	chr1	2522516	2523033	ILMN_2151241	1000	-	2522516	2523033	1	2	12,38,	0,479,
604	chr1	2523043	2523391	ILMN_1718488	1000	-	2523043	2523391	1	2	29,21,	0,327,
604	chr1	2576788	2576838	ILMN_1717406	1000	-	2576788	2576838	1	1	50,	0,
605	chr1	2717222	2717272	ILMN_1665092	1000	-	2717222	2717272	1	1	50,	0,
605	chr1	2722062	2722201	ILMN_1774044	1000	-	2722062	2722201	1	2	32,18,	0,121,
605	chr1	2728977	2729027	ILMN_1915752	1000	-	2728977	2729027	1	1	50,	0,
607	chr1	2939232	2939282	ILMN_1776442	1000	+	2939232	2939282	1	1	50,	0,
607	chr1	2977066	2977116	ILMN_1732000	1000	-	2977066	2977116	1	1	50,	0,
608	chr1	3103083	3103133	ILMN_1674579	1000	+	3103083	3103133	1	1	50,	0,
609	chr1	3272123	3272173	ILMN_1743017	1000	+	3272123	3272173	1	1	50,	0,
610	chr1	3347667	3348574	ILMN_1655387	1000	+	3347667	3348574	1	2	5,45,	0,862,
610	chr1	3350242	3350292	ILMN_1784094	1000	+	3350242	3350292	1	1	50,	0,
610	chr1	3350319	3350369	ILMN_1697631	1000	+	3350319	3350369	1	1	50,	0,
610	chr1	3354754	3354804	ILMN_2343264	1000	+	3354754	3354804	1	1	50,	0,
610	chr1	3397603	3397653	ILMN_1669928	1000	+	3397603	3397653	1	1	50,	0,
612	chr1	3546572	3546622	ILMN_1727479	1000	+	3546572	3546622	1	1	50,	0,
612	chr1	3649571	3649621	ILMN_1778188	1000	+	3649571	3649621	1	1	50,	0,
612	chr1	3653897	3653947	ILMN_2090040	1000	-	3653897	3653947	1	1	50,	0,
613	chr1	3688043	3688093	ILMN_1811167	1000	+	3688043	3688093	1	1	50,	0,
613	chr1	3692413	3692463	ILMN_1749834	1000	+	3692413	3692463	1	1	50,	0,
613	chr1	3695286	3695336	ILMN_1863430	1000	+	3695286	3695336	1	1	50,	0,
613	chr1	3730913	3730963	ILMN_1681123	1000	-	3730913	3730963	1	1	50,	0,
613	chr1	3731513	3731563	ILMN_2228453	1000	-	3731513	3731563	1	1	50,	0,
614	chr1	3801593	3801643	ILMN_2384133	1000	+	3801593	3801643	1	1	50,	0,
614	chr1	3801653	3801703	ILMN_1678962	1000	+	3801653	3801703	1	1	50,	0,
614	chr1	3802218	3802266	ILMN_1872973	876	+	3802218	3802266	1	3	21,16,11,	0,21,37,
614	chr1	3822359	3822409	ILMN_1896244	1000	-	3822359	3822409	1	1	50,	0,
615	chr1	4037206	4055740	ILMN_1655144	1000	+	4037206	4055740	1	2	11,39,	0,18495,
615	chr1	4037206	4055740	ILMN_1668663	1000	+	4037206	4055740	1	2	11,39,	0,18495,
617	chr1	4268855	4268905	ILMN_1815629	1000	-	4268855	4268905	1	1	50,	0,
620	chr1	4656588	4656638	ILMN_1851889	1000	+	4656588	4656638	1	1	50,	0,
620	chr1	4697784	4697834	ILMN_1830063	1000	+	4697784	4697834	1	1	50,	0,
621	chr1	4832522	4832572	ILMN_2312764	1000	+	4832522	4832572	1	1	50,	0,
621	chr1	4837569	4837619	ILMN_2242299	1000	+	4837569	4837619	1	1	50,	0,
621	chr1	4843701	4843751	ILMN_1723521	1000	+	4843701	4843751	1	1	50,	0,
622	chr1	4851520	4851570	ILMN_1913982	1000	+	4851520	4851570	1	1	50,	0,
623	chr1	5065342	5065392	ILMN_1868522	1000	-	5065342	5065392	1	1	50,	0,
624	chr1	5158419	5158560	ILMN_1834177	1000	+	5158419	5158560	1	2	1,49,	0,92,
624	chr1	5160226	5160276	ILMN_1915086	1000	+	5160226	5160276	1	1	50,	0,
625	chr1	5251457	5251507	ILMN_1847465	1000	+	5251457	5251507	1	1	50,	0,
627	chr1	5538806	5538856	ILMN_1849762	1000	-	5538806	5538856	1	1	50,	0,
627	chr1	5554421	5554471	ILMN_1833622	1000	+	5554421	5554471	1	1	50,	0,
628	chr1	5719353	5719403	ILMN_1871316	1000	+	5719353	5719403	1	1	50,	0,
630	chr1	5911100	5911150	ILMN_1895378	1000	+	5911100	5911150	1	1	50,	0,
630	chr1	5912582	5912632	ILMN_1824412	1000	+	5912582	5912632	1	1	50,	0,
630	chr1	5923176	5923226	ILMN_2219512	1000	-	5923176	5923226	1	1	50,	0,
630	chr1	5923307	5923357	ILMN_1808417	1000	-	5923307	5923357	1	1	50,	0,
631	chr1	6159944	6159994	ILMN_2342762	1000	+	6159944	6159994	1	1	50,	0,
631	chr1	6160292	6160342	ILMN_1725496	1000	+	6160292	6160342	1	1	50,	0,
632	chr1	6245558	6245608	ILMN_2079386	1000	-	6245558	6245608	1	1	50,	0,
632	chr1	6268081	6268131	ILMN_1727916	1000	+	6268081	6268131	1	1	50,	0,
632	chr1	6280404	6280454	ILMN_1789058	1000	+	6280404	6280454	1	1	50,	0,
632	chr1	6281466	6281516	ILMN_1723021	1000	-	6281466	6281516	1	1	50,	0,
633	chr1	6294465	6294515	ILMN_1744500	1000	-	6294465	6294515	1	1	50,	0,
633	chr1	6299194	6299244	ILMN_1683809	1000	+	6299194	6299244	1	1	50,	0,
633	chr1	6305732	6305782	ILMN_1696055	1000	+	6305732	6305782	1	1	50,	0,
633	chr1	6308939	6308989	ILMN_2146495	1000	-	6308939	6308989	1	1	50,	0,
633	chr1	6324344	6324394	ILMN_1740265	1000	-	6324344	6324394	1	1	50,	0,
633	chr1	6341246	6341296	ILMN_2332250	1000	-	6341246	6341296	1	1	50,	0,
633	chr1	6342858	6342908	ILMN_1728883	1000	-	6342858	6342908	1	1	50,	0,
633	chr1	6418887	6418937	ILMN_1784756	1000	-	6418887	6418937	1	1	50,	0,
633	chr1	6420630	6420680	ILMN_1788078	1000	-	6420630	6420680	1	1	50,	0,
634	chr1	6445558	6445608	ILMN_1719178	1000	-	6445558	6445608	1	1	50,	0,
634	chr1	6453776	6453826	ILMN_2252621	1000	-	6453776	6453826	1	1	50,	0,
634	chr1	6459351	6459401	ILMN_1859707	1000	-	6459351	6459401	1	1	50,	0,
634	chr1	6475536	6475586	ILMN_2094266	1000	-	6475536	6475586	1	1	50,	0,
634	chr1	6475770	6475820	ILMN_1709870	1000	-	6475770	6475820	1	1	50,	0,
634	chr1	6520907	6520957	ILMN_1806710	1000	+	6520907	6520957	1	1	50,	0,
634	chr1	6521427	6521477	ILMN_1765109	1000	-	6521427	6521477	1	1	50,	0,
634	chr1	6525525	6525575	ILMN_2299661	1000	-	6525525	6525575	1	1	50,	0,
634	chr1	6526452	6526502	ILMN_2358801	1000	-	6526452	6526502	1	1	50,	0,
634	chr1	6526981	6527031	ILMN_1784477	1000	-	6526981	6527031	1	1	50,	0,
634	chr1	6550509	6550559	ILMN_2297644	1000	-	6550509	6550559	1	1	50,	0,
634	chr1	6551710	6551760	ILMN_1738680	1000	-	6551710	6551760	1	1	50,	0,
635	chr1	6579612	6579662	ILMN_1780047	1000	-	6579612	6579662	1	1	50,	0,
635	chr1	6585486	6585536	ILMN_1761181	1000	-	6585486	6585536	1	1	50,	0,
635	chr1	6639522	6639572	ILMN_1805197	1000	+	6639522	6639572	1	1	50,	0,
635	chr1	6639772	6639817	ILMN_2324776	1000	+	6639772	6639817	1	1	45,	0,
635	chr1	6649289	6649339	ILMN_1801101	1000	+	6649289	6649339	1	1	50,	0,
635	chr1	6651211	6651261	ILMN_1692785	1000	-	6651211	6651261	1	1	50,	0,
635	chr1	6683834	6683884	ILMN_1761560	1000	+	6683834	6683884	1	1	50,	0,
636	chr1	6697307	6697357	ILMN_1747903	1000	-	6697307	6697357	1	1	50,	0,
642	chr1	7501537	7501587	ILMN_1915132	1000	-	7501537	7501587	1	1	50,	0,
644	chr1	7829472	7829522	ILMN_1661940	1000	+	7829472	7829522	1	1	50,	0,
644	chr1	7841232	7841282	ILMN_1714527	1000	+	7841232	7841282	1	1	50,	0,
645	chr1	7904854	7904904	ILMN_1660986	1000	+	7904854	7904904	1	1	50,	0,
645	chr1	7910889	7910939	ILMN_1671818	1000	-	7910889	7910939	1	1	50,	0,
645	chr1	7913037	7913087	ILMN_1775780	1000	-	7913037	7913087	1	1	50,	0,
645	chr1	7913366	7913416	ILMN_2236625	1000	-	7913366	7913416	1	1	50,	0,
645	chr1	7913503	7913553	ILMN_1732198	1000	-	7913503	7913553	1	1	50,	0,
645	chr1	7979975	7980025	ILMN_1813379	1000	-	7979975	7980025	1	1	50,	0,
646	chr1	8002511	8002561	ILMN_1705581	1000	+	8002511	8002561	1	1	50,	0,
646	chr1	8045044	8045094	ILMN_1744713	1000	+	8045044	8045094	1	1	50,	0,
646	chr1	8072103	8072153	ILMN_1665510	1000	-	8072103	8072153	1	1	50,	0,
647	chr1	8165733	8165783	ILMN_1916792	1000	-	8165733	8165783	1	1	50,	0,
648	chr1	8277756	8277806	ILMN_1754926	1000	+	8277756	8277806	1	1	50,	0,
648	chr1	8280462	8280512	ILMN_1903897	1000	+	8280462	8280512	1	1	50,	0,
648	chr1	8312528	8312578	ILMN_1702431	1000	+	8312528	8312578	1	1	50,	0,
648	chr1	8358210	8358260	ILMN_1891725	1000	+	8358210	8358260	1	1	50,	0,
649	chr1	8412757	8412807	ILMN_1802380	1000	-	8412757	8412807	1	1	50,	0,
649	chr1	8412830	8412880	ILMN_2327795	1000	-	8412830	8412880	1	1	50,	0,
649	chr1	8494849	8494899	ILMN_1891310	1000	-	8494849	8494899	1	1	50,	0,
652	chr1	8852589	8852639	ILMN_2250126	1000	-	8852589	8852639	1	1	50,	0,
653	chr1	8921218	8921268	ILMN_1710756	1000	-	8921218	8921268	1	1	50,	0,
653	chr1	8954221	8954271	ILMN_1776052	1000	+	8954221	8954271	1	1	50,	0,
653	chr1	9034887	9034937	ILMN_1708790	1000	+	9034887	9034937	1	1	50,	0,
654	chr1	9063385	9063435	ILMN_1707370	1000	-	9063385	9063435	1	1	50,	0,
654	chr1	9097351	9097401	ILMN_1671337	1000	-	9097351	9097401	1	1	50,	0,
654	chr1	9164501	9164551	ILMN_1654703	1000	-	9164501	9164551	1	1	50,	0,
655	chr1	9220401	9220451	ILMN_1841364	1000	+	9220401	9220451	1	1	50,	0,
655	chr1	9242479	9242529	ILMN_1731248	1000	-	9242479	9242529	1	1	50,	0,
655	chr1	9242517	9242567	ILMN_1743246	1000	-	9242517	9242567	1	1	50,	0,
655	chr1	9257456	9257506	ILMN_1855355	1000	-	9257456	9257506	1	1	50,	0,
656	chr1	9330827	9330877	ILMN_1721136	1000	+	9330827	9330877	1	1	50,	0,
656	chr1	9331110	9331160	ILMN_2198823	1000	+	9331110	9331160	1	1	50,	0,
656	chr1	9333609	9333659	ILMN_1893466	1000	-	9333609	9333659	1	1	50,	0,
657	chr1	9470855	9470905	ILMN_1865191	1000	+	9470855	9470905	1	1	50,	0,
657	chr1	9481664	9481714	ILMN_1864811	1000	+	9481664	9481714	1	1	50,	0,
658	chr1	9635960	9636010	ILMN_1756686	1000	+	9635960	9636010	1	1	50,	0,
658	chr1	9642641	9642691	ILMN_1685974	1000	+	9642641	9642691	1	1	50,	0,
658	chr1	9658677	9661206	ILMN_1749376	1000	+	9658677	9661206	1	2	6,44,	0,2485,
658	chr1	9664672	9664722	ILMN_1738420	1000	+	9664672	9664722	1	1	50,	0,
659	chr1	9713054	9713104	ILMN_2157091	1000	-	9713054	9713104	1	1	50,	0,
659	chr1	9714468	9714518	ILMN_1703119	1000	-	9714468	9714518	1	1	50,	0,
659	chr1	9788597	9788647	ILMN_1766275	1000	+	9788597	9788647	1	1	50,	0,
659	chr1	9789249	9789299	ILMN_2415179	1000	-	9789249	9789299	1	1	50,	0,
659	chr1	9791851	9791901	ILMN_1720181	1000	-	9791851	9791901	1	1	50,	0,
659	chr1	9791912	9793466	ILMN_1717138	1000	-	9791912	9793466	1	2	42,8,	0,1546,
660	chr1	9888072	9888122	ILMN_1768466	1000	-	9888072	9888122	1	1	50,	0,
